客服ID,玩家ID,玩家VIP等级,接收玩家消息时间,玩家消息内容,回复玩家消息时间,回复玩家内容,回复间隔
N3701,117504,10,2016-05-25 19:07:57,#17我64位,2016-05-25 19:10:29,#40插件下载了吗,2.533333333333333
N3701,117504,10,2016-05-25 19:08:06,下了个32位的,2016-05-25 19:10:29,#40插件下载了吗,2.3833333333333333
N3701,117504,10,2016-05-25 19:08:24,游戏进度条一直卡住不加载,2016-05-25 19:10:29,#40插件下载了吗,2.0833333333333335
N3701,117504,10,2016-05-25 19:08:39,#164总之上不去,2016-05-25 19:10:29,#40插件下载了吗,1.8333333333333333
N3701,117504,10,2016-05-25 19:10:38,下了呢,2016-05-25 19:11:44,是IE浏览器吗,1.1
N2631,10537730,10,2016-05-25 19:01:21,#132北斗都快成死区了，啥时候合区呀,2016-05-25 19:13:04,现在暂时没消息呢,11.716666666666667
N3502,13492694,10,2016-05-25 16:48:19,咋了,2016-05-25 16:48:58,是这样的，最近是手游PK赛嘛，我们在招比武大会解说，不知道亲有木有兴趣的呀#149,0.65
N3502,13492694,10,2016-05-25 16:49:29,我去官网看看,2016-05-25 16:50:36,好的～#149,1.1166666666666667
N3502,13492694,10,2016-05-25 16:50:47,有啥要求不？,2016-05-25 16:51:48,没有特别强制的要求，你直接跟我这报名之后会有CC的人联系你，教你怎么弄视频的#104,1.0166666666666666
N3502,13492694,10,2016-05-25 16:51:47,要合区了不？,2016-05-25 16:51:48,没有特别强制的要求，你直接跟我这报名之后会有CC的人联系你，教你怎么弄视频的#104,0.016666666666666666
N3502,13492694,10,2016-05-25 16:52:16,弄视频我解说吗？,2016-05-25 16:53:46,是的～会有人教你怎么做的～#104,1.5
N3502,13492694,10,2016-05-25 16:55:54,我报名。,2016-05-25 16:57:36,好的～1.大话赛事解说选拔赛总决赛前三名：西安线下总决赛现场解说的资格（包含来回机票食宿）2.解说现金大奖赛中前六名：冠军：6000元；亚军：3000元；季军：1500元；4-6名：500元,1.7
N3502,13492694,10,2016-05-25 16:56:05,亲  解说有什么奖励？,2016-05-25 16:57:36,好的～1.大话赛事解说选拔赛总决赛前三名：西安线下总决赛现场解说的资格（包含来回机票食宿）2.解说现金大奖赛中前六名：冠军：6000元；亚军：3000元；季军：1500元；4-6名：500元,1.5166666666666666
N3502,13492694,10,2016-05-25 16:59:05,13492694 义薄云天服务器,2016-05-25 16:59:51,好的，手机号码和微信号呢～,0.7666666666666667
N3502,13492694,10,2016-05-25 16:59:59,shou   ji 13455820072,2016-05-25 17:00:34,好的,0.5833333333333334
N3502,13492694,10,2016-05-25 17:00:11,微信,2016-05-25 17:00:34,好的,0.38333333333333336
N3502,13492694,10,2016-05-25 17:00:16,13455820072,2016-05-25 17:00:34,好的,0.3
N3502,13492694,10,2016-05-25 17:00:22,跟手机一样。,2016-05-25 17:00:34,好的,0.2
N3502,13492694,10,2016-05-25 17:01:35,好的亲,2016-05-25 19:13:02,端午节快来啦，咱游戏也要开始测试端午节活动和独步天下玩法了，另外八卦降魔在三转后还会新增炼狱难度。等3转了记得带上小伙伴去虐虐他～#149对啦，最近还新出了网页版，有去试过嘛～,131.45
N1415,3132168,10,2016-05-25 17:11:43,今天晚上还有比武大会吗？,2016-05-25 17:16:28,#157顺延到下周举行了哦～,4.75
N1415,3132168,10,2016-05-25 17:16:42,哦，怎么没发公告,2016-05-25 17:18:15,#157昨晚有发了一封邮件给大家哈，发放补偿，顺便说了一下顺延的情况,1.55
N1415,3132168,10,2016-05-25 17:18:23,哦,2016-05-25 17:20:50,#134,2.45
N1415,3132168,10,2016-05-25 17:21:37,#37,未回复,未回复,未回复
N2685,903968,11,2016-05-24 19:29:31,嗯嗯,2016-05-25 19:06:40,#163端午节快来啦，咱游戏也要开始测试端午节活动和独步天下玩法了，另外八卦降魔在三转后还会新增炼狱难度。等3转了记得带上小伙伴去虐虐他178,1417.15
N3378,17550117,13,2016-05-25 18:19:24,好的谢谢,2016-05-25 18:19:54,不客气哈,0.5
N3378,17550117,13,2016-05-25 18:20:38,#173,2016-05-25 18:34:16,#18,13.633333333333333
N3339,2018091,13,2016-05-24 13:30:47,你们网易是不是穷疯了,2016-05-24 13:31:34,怎么啦怎么啦～,0.7833333333333333
N3339,2018091,13,2016-05-24 13:31:01,策划脑袋进水了？,2016-05-24 13:31:34,怎么啦怎么啦～,0.55
N3339,2018091,13,2016-05-24 13:31:47,5个区合,2016-05-24 13:34:40,苹果和安卓的消费系统是一样的呢～充值也是一样的～～杀星这个其实我们只是吧人数恢复到了之前一个区的开区状态而已～5个区人数差不多的呢～,2.8833333333333333
N3339,2018091,13,2016-05-24 13:31:56,苹果安卓消费不一样合,2016-05-24 13:34:40,苹果和安卓的消费系统是一样的呢～充值也是一样的～～杀星这个其实我们只是吧人数恢复到了之前一个区的开区状态而已～5个区人数差不多的呢～,2.7333333333333334
N3339,2018091,13,2016-05-24 13:32:03,怎么特么玩,2016-05-24 13:34:40,苹果和安卓的消费系统是一样的呢～充值也是一样的～～杀星这个其实我们只是吧人数恢复到了之前一个区的开区状态而已～5个区人数差不多的呢～,2.6166666666666667
N3339,2018091,13,2016-05-24 13:32:13,卡成狗,2016-05-24 13:34:40,苹果和安卓的消费系统是一样的呢～充值也是一样的～～杀星这个其实我们只是吧人数恢复到了之前一个区的开区状态而已～5个区人数差不多的呢～,2.45
N3339,2018091,13,2016-05-24 13:32:17,星星杀不到,2016-05-24 13:34:40,苹果和安卓的消费系统是一样的呢～充值也是一样的～～杀星这个其实我们只是吧人数恢复到了之前一个区的开区状态而已～5个区人数差不多的呢～,2.3833333333333333
N3339,2018091,13,2016-05-24 13:32:26,你们就不知道？,2016-05-24 13:34:40,苹果和安卓的消费系统是一样的呢～充值也是一样的～～杀星这个其实我们只是吧人数恢复到了之前一个区的开区状态而已～5个区人数差不多的呢～,2.2333333333333334
N3339,2018091,13,2016-05-24 13:35:56,#35你们所谓的消费一天什么概念,2016-05-24 13:38:08,消费具体数值肯定是不一样的～意思是消费的渠道方式是一样的·不会说哪边是赚了了的～抢的话人多了的确是会变的比较难，所以星有优化还是比之前多了呢～,2.2
N3339,2018091,13,2016-05-24 13:36:06,消费一样,2016-05-24 13:38:08,消费具体数值肯定是不一样的～意思是消费的渠道方式是一样的·不会说哪边是赚了了的～抢的话人多了的确是会变的比较难，所以星有优化还是比之前多了呢～,2.033333333333333
N3339,2018091,13,2016-05-24 13:36:18,你自己来玩玩，看看抢得到不,2016-05-24 13:38:08,消费具体数值肯定是不一样的～意思是消费的渠道方式是一样的·不会说哪边是赚了了的～抢的话人多了的确是会变的比较难，所以星有优化还是比之前多了呢～,1.8333333333333333
N3339,2018091,13,2016-05-24 13:36:28,别说的和你们一点责任没有,2016-05-24 13:38:08,消费具体数值肯定是不一样的～意思是消费的渠道方式是一样的·不会说哪边是赚了了的～抢的话人多了的确是会变的比较难，所以星有优化还是比之前多了呢～,1.6666666666666667
N3339,2018091,13,2016-05-24 13:36:35,一个个脑袋就是进水,2016-05-24 13:38:08,消费具体数值肯定是不一样的～意思是消费的渠道方式是一样的·不会说哪边是赚了了的～抢的话人多了的确是会变的比较难，所以星有优化还是比之前多了呢～,1.55
N3339,2018091,13,2016-05-24 13:37:06,你们深入调查过么,2016-05-24 13:38:08,消费具体数值肯定是不一样的～意思是消费的渠道方式是一样的·不会说哪边是赚了了的～抢的话人多了的确是会变的比较难，所以星有优化还是比之前多了呢～,1.0333333333333334
N3339,2018091,13,2016-05-24 13:38:22,多你妹啊,2016-05-24 13:40:14,主要还是看人数的～之前我们合区也是应了大家的需求呢～如果2个合了大家还是说人少～那可能还是要继续合的～,1.8666666666666667
N3339,2018091,13,2016-05-24 13:38:38,你这话比官方政府发言好无力,2016-05-24 13:40:14,主要还是看人数的～之前我们合区也是应了大家的需求呢～如果2个合了大家还是说人少～那可能还是要继续合的～,1.6
N3339,2018091,13,2016-05-24 13:39:03,5个区合，也就你们网易想得到,2016-05-24 13:40:14,主要还是看人数的～之前我们合区也是应了大家的需求呢～如果2个合了大家还是说人少～那可能还是要继续合的～,1.1833333333333333
N3339,2018091,13,2016-05-24 13:40:40,#35你不会2个合试试吗,2016-05-24 13:43:35,跨服其实并没有影响吖～而且还增加了如果设备不同～还可以一起玩呢～其实对大家没有可能还有好处的呢～,2.9166666666666665
N3339,2018091,13,2016-05-24 13:40:50,而且安卓和安卓和,2016-05-24 13:43:35,跨服其实并没有影响吖～而且还增加了如果设备不同～还可以一起玩呢～其实对大家没有可能还有好处的呢～,2.75
N3339,2018091,13,2016-05-24 13:41:00,有跨操作系统合的么,2016-05-24 13:43:35,跨服其实并没有影响吖～而且还增加了如果设备不同～还可以一起玩呢～其实对大家没有可能还有好处的呢～,2.5833333333333335
N3339,2018091,13,2016-05-24 13:41:29,我现在都不想玩了,2016-05-24 13:43:35,跨服其实并没有影响吖～而且还增加了如果设备不同～还可以一起玩呢～其实对大家没有可能还有好处的呢～,2.1
N3339,2018091,13,2016-05-24 13:44:29,现在你给我解决，卡，星星杀不到，消费苹果安卓混乱问题,2016-05-24 13:47:50,这个我帮你反馈上去～目前已经 有在处理优化中了～,3.35
N3339,2018091,13,2016-05-24 13:44:46,#35别说好处，说问题,2016-05-24 13:47:50,这个我帮你反馈上去～目前已经 有在处理优化中了～,3.066666666666667
N3339,2018091,13,2016-05-24 13:48:18,你能不能把安卓苹果分开,2016-05-24 13:49:37,这个我这边肯定是不行的~这些都是只能通过技术GG来操作的～而且还需要通过批准之后才行～,1.3166666666666667
N3339,2018091,13,2016-05-24 13:50:09,你不会去申请,2016-05-24 13:51:02,所以已经去反馈了呢～如果有好消息我就通知您～,0.8833333333333333
N3339,2018091,13,2016-05-24 13:50:28,你也就会申请，你以为你能作什么,2016-05-24 13:51:02,所以已经去反馈了呢～如果有好消息我就通知您～,0.5666666666666667
N3339,2018091,13,2016-05-24 13:51:21,你去统计下玩家都什么意见,2016-05-24 13:53:31,这个在合区的时候很多其他的玩家已经反馈过了～说的大概都是星的问题～所以我们目前星也是一直在优化中，,2.1666666666666665
N3339,2018091,13,2016-05-24 13:51:32,不然半年后又是死区,2016-05-24 13:53:31,这个在合区的时候很多其他的玩家已经反馈过了～说的大概都是星的问题～所以我们目前星也是一直在优化中，,1.9833333333333334
N3339,2018091,13,2016-05-24 13:54:39,两个系统混个毛，一本化无70，物价搞得要死,2016-05-24 13:56:50,我们合服的物价是经过审核的～人数差不多～物价差不多的服务器才会合到一起的～,2.183333333333333
N3339,2018091,13,2016-05-24 13:57:14,继续编,2016-05-24 13:57:48,这个是我这边得到的消息～所以我将知道的转达给您了～,0.5666666666666667
N3339,2018091,13,2016-05-24 14:00:47,#35随便吧，我是不准备玩了,2016-05-24 14:03:02,其实总的来说游戏变化也不是很大嘛～安卓影响不到苹果～人多了还热闹些可以认识更多玩得来的人～,2.25
N3339,2018091,13,2016-05-24 14:03:20,没那功夫,2016-05-24 14:03:43,比较忙？,0.38333333333333336
N3339,2018091,13,2016-05-24 14:05:39,游戏没乐趣,2016-05-24 14:09:38,好的咯～其实需要点时间啦～后续一直在出新东西～比如6月份的天梯赛～,3.9833333333333334
N3339,2018091,13,2016-05-24 14:10:18,p用，没兴趣,2016-05-24 14:12:20,对哪方面有兴趣点咧～,2.033333333333333
N3339,2018091,13,2016-05-24 14:13:13,#35游戏乐趣多，花钱少点,2016-05-24 14:15:03,你也差不多能满足需求啦～装备这方面你都足够了～至于乐趣～我们就是需要时间开发更多的活动啦～天梯～魔王～家园～子女～,1.8333333333333333
N3339,2018091,13,2016-05-25 19:25:40,没看呢,2016-05-25 19:28:15,哈哈～可以去留意下咯～#178,2.5833333333333335
N2631,4536114,10,2016-05-25 18:52:38,没有,2016-05-25 18:53:09,http://dhxy.163.com/web/ 进这个网址就行，记得先下载插件喔,0.5166666666666667
N3701,4639567,10,2016-05-25 17:57:05,忽视11跟克28要哪个？,2016-05-25 18:01:06,是强克什么的呢#58,4.016666666666667
N3701,4639567,10,2016-05-25 18:01:22,[情殇],2016-05-25 18:02:14,我这边看不到哦，方便的话可以微信发截图我哦,0.8666666666666667
N3701,4639567,10,2016-05-25 18:01:56,如果替换忽视雷的话，11的忽视划算么,2016-05-25 18:02:14,我这边看不到哦，方便的话可以微信发截图我哦,0.3
N3701,4639567,10,2016-05-25 18:36:35,111,2016-05-25 18:41:02,3转炼狱难度八卦降魔迭代更新咯#18大话西游手游网页版亲爱哒这几天感觉如何#157,4.45
G3681,1854300,10,2016-05-25 18:36:51,111,2016-05-25 18:38:40,测试服有【51活动】和个人PK【独步天下】#37全服3转炼狱难度进行迭代哟，还有大家最爱的“大话手游网页版”完善推出了～,1.8166666666666667
N3746,7785323,10,2016-05-25 19:43:37,找到个女鬼，试试吧,2016-05-25 19:47:18,#17发错了吗,3.683333333333333
N3746,7785323,10,2016-05-25 19:48:02,恩,2016-05-25 19:51:53,#17帮战加油～梦梦下班啦～明天见,3.85
N2670,6873576,10,2016-05-25 15:15:53,在不在,2016-05-25 15:22:29,在哒～,6.6
N2670,6873576,10,2016-05-25 15:22:55,昨天晚上那个天下第一挑战怎么回事啊，还是进不去,2016-05-25 15:24:30,目前是服务器承载问题导致的　已经发放补偿并且时间延迟到下周哟,1.5833333333333333
N2670,6873576,10,2016-05-25 15:23:09,点了就散队了，进去了帮派抗性全没有,2016-05-25 15:24:30,目前是服务器承载问题导致的　已经发放补偿并且时间延迟到下周哟,1.35
N2670,6873576,10,2016-05-25 15:24:45,下周了？没看见公告啊,2016-05-25 15:25:43,昨晚在游戏中发了哒,0.9666666666666667
N2670,6873576,10,2016-05-25 15:27:43,没看见#132,2016-05-25 15:29:33,额～　游戏中邮件应该是有说哒,1.8333333333333333
N2670,6873576,10,2016-05-25 15:32:39,邮件也没见到#35,2016-05-25 15:36:47,#35 我自己看到的哟～ 不过现在你也知道了延迟到下周哒～,4.133333333333334
N2670,6873576,10,2016-05-25 15:38:13,今天晚上没有了呗,2016-05-25 15:39:09,是哒～,0.9333333333333333
N2670,6873576,10,2016-05-25 15:39:17,#21,2016-05-25 15:42:45,么么 后续留意下游戏里通知比赛时间就好,3.466666666666667
N2670,6873576,10,2016-05-25 15:43:47,还有补偿吗#17,2016-05-25 15:45:27,昨天的发放了呢,1.6666666666666667
N2670,6873576,10,2016-05-25 15:46:40,前天的呢,2016-05-25 15:50:38,有报名受到影响的都是有补偿哒 2天都是哟,3.966666666666667
N2670,6873576,10,2016-05-25 15:46:56,2天没打上了#78,2016-05-25 15:50:38,有报名受到影响的都是有补偿哒 2天都是哟,3.7
N2670,6873576,10,2016-05-25 15:51:10,我只拿到了一次的#35,2016-05-25 15:55:05,有报名成功比武大会嘛？,3.9166666666666665
N2670,6873576,10,2016-05-25 16:01:40,我没有#17,2016-05-25 16:03:06,那报名的才有的哟～,1.4333333333333333
N2670,6873576,10,2016-05-25 16:01:54,我别的号有89,2016-05-25 16:03:06,那报名的才有的哟～,1.2
N2670,6873576,10,2016-05-25 16:03:15,我等着呢,2016-05-25 16:04:19,等着比赛是嘛？,1.0666666666666667
N2670,6873576,10,2016-05-25 16:22:57,对呀，还有补偿,2016-05-25 16:23:54,额～ 补偿已经发放了哟～,0.95
N2670,6873576,10,2016-05-25 16:39:58,只给了一次哦,2016-05-25 16:45:13,不是哟～这个是看是否受到了影响的，第一次只有报名成功的队伍才会有，第二次是昨天的是全服的,5.25
N2670,6873576,10,2016-05-25 16:40:02,一个给两次吧,2016-05-25 16:45:13,不是哟～这个是看是否受到了影响的，第一次只有报名成功的队伍才会有，第二次是昨天的是全服的,5.183333333333334
N2670,6873576,10,2016-05-25 16:45:44,问题是我报名了，第一次的没见到啊,2016-05-25 16:47:11,哪个ID呢？,1.45
N2670,6873576,10,2016-05-25 16:45:48,只看见全服的了,2016-05-25 16:47:11,哪个ID呢？,1.3833333333333333
N2670,6873576,10,2016-05-25 16:47:29,6610519,2016-05-25 16:48:18,好哒～ 那我反馈上去,0.8166666666666667
N2670,6873576,10,2016-05-25 16:48:26,谢啦,2016-05-25 16:48:41,不客气哒～,0.25
N2670,6873576,10,2016-05-25 16:48:28,#21,2016-05-25 16:48:41,不客气哒～,0.21666666666666667
N2670,6873576,10,2016-05-25 16:48:54,必须亲一个#21,2016-05-25 16:50:47,么么 反馈上去咯～,1.8833333333333333
N2670,6873576,10,2016-05-25 16:51:00,谢啦#123,2016-05-25 16:55:09,对阿~ 嘉雯生病了所以我来代班了～,4.15
N2670,6873576,10,2016-05-25 16:51:29,我那边的客服似乎有事，病了吧,2016-05-25 16:55:09,对阿~ 嘉雯生病了所以我来代班了～,3.6666666666666665
N2670,6873576,10,2016-05-25 16:51:53,你们客服都是在一起上班吗？,2016-05-25 16:55:09,对阿~ 嘉雯生病了所以我来代班了～,3.2666666666666666
N2670,6873576,10,2016-05-25 16:55:32,李幕呢？,2016-05-25 16:55:50,#35 还有另一个号是李慕负责的嘛？,0.3
N2670,6873576,10,2016-05-25 16:55:57,是的,2016-05-25 16:58:50,#17 2个客服经理不会很麻烦嘛 要不换在同一个人名下呗,2.8833333333333333
N2670,6873576,10,2016-05-25 16:59:10,不怕#17,2016-05-25 17:00:09,哈哈哈哈 好吧#17,0.9833333333333333
N2670,6873576,10,2016-05-25 16:59:23,谁还没点事呀，一个不再找另一个#28,2016-05-25 17:00:09,哈哈哈哈 好吧#17,0.7666666666666667
N2670,6873576,10,2016-05-25 17:00:33,#123,2016-05-25 17:01:34,那有问题可以在联系哒,1.0166666666666666
N2670,6873576,10,2016-05-25 17:02:23,#131,2016-05-25 17:03:37,么么～#81,1.2333333333333334
N2670,6873576,10,2016-05-25 17:04:08,#123#123,未回复,未回复,未回复
G6963,6998917,11,2016-05-25 18:42:11,蟠桃园是干嘛的,2016-05-25 18:48:31,护园大将、鸿蒙老祖等NPC将移至蟠桃园,6.333333333333333
N3701,6769544,10,2016-05-24 10:16:48,[语音]未能识别语音,2016-05-24 10:33:15,不好意思，纱纱昨天下班啦，现在才看到#37可以通过帮派修炼点提高上限哦,16.45
N3701,6769544,10,2016-05-24 10:16:57,"[语音]我的抗混上限怎么怎么,只有125呀!",2016-05-24 10:33:15,不好意思，纱纱昨天下班啦，现在才看到#37可以通过帮派修炼点提高上限哦,16.3
N3701,6769544,10,2016-05-24 10:33:57,"[语音]我当时男鬼转成女人值钱我的抗性是127.5,看会书,然后转回来之后只有122点,现在我要升到130集,才125的什么回事儿。",2016-05-24 10:48:52,人族的抗性上限是120，你看看转生之后任务帮派修炼那里有没有变化哦#58,14.916666666666666
N3746,13070909,11,2016-05-24 13:33:02,休息好了么#147,2016-05-24 13:34:11,#17是滴呀～哥哥呢,1.15
N3746,13070909,11,2016-05-24 13:34:35,我也休息了两天,2016-05-24 13:34:57,#2去哪里玩啦,0.36666666666666664
N3746,13070909,11,2016-05-24 13:35:45,在家睡觉了#166,2016-05-24 13:36:02,#26梦梦也是,0.2833333333333333
N3746,13070909,11,2016-05-24 13:36:26,臭味相同#17不不志同道合,2016-05-24 13:37:13,#17就是嘛～半斤八两不不趣味相投,0.7833333333333333
N3746,13070909,11,2016-05-24 13:37:30,#173,2016-05-24 13:37:49,#42,0.31666666666666665
N3746,13070909,11,2016-05-24 13:38:53,你睡好几天#173,2016-05-24 13:39:40,#17就一天其实，家里有事呢,0.7833333333333333
N3746,13070909,11,2016-05-24 13:40:10,关心一下哈。麻烦吗。解决了么,2016-05-24 13:41:48,目前还木有解决，不过总会往好的地方发展的,1.6333333333333333
N3746,13070909,11,2016-05-24 13:44:02,为啥不让打。。,2016-05-24 13:49:08,打？,5.1
N3746,13070909,11,2016-05-24 13:49:32,英文祝你好运。不让说啊。,2016-05-24 13:50:53,哈哈～梦梦没想到会这样,1.35
N3746,13070909,11,2016-05-24 13:49:46,#98。给屏蔽了,2016-05-24 13:50:53,哈哈～梦梦没想到会这样,1.1166666666666667
N3746,13070909,11,2016-05-24 13:51:22,旺财,2016-05-24 13:53:51,#43那梦梦就不知道了,2.4833333333333334
N3746,13070909,11,2016-05-24 13:51:36,可以,2016-05-24 13:53:51,#43那梦梦就不知道了,2.25
N3746,13070909,11,2016-05-24 13:54:07,为啥啊。gl,2016-05-24 13:56:32,good luck就可以呀,2.4166666666666665
N3746,13070909,11,2016-05-24 13:54:52,你看看到吗？屏蔽了gl两个字母,2016-05-24 13:56:32,good luck就可以呀,1.6666666666666667
N3746,13070909,11,2016-05-24 14:05:27,我就不让说呢,2016-05-24 14:06:24,#2咱是有套路的,0.95
N3746,13070909,11,2016-05-24 14:05:40,我就是隔了一个空格#138,2016-05-24 14:06:24,#2咱是有套路的,0.7333333333333333
N3746,13070909,11,2016-05-24 14:05:44,欺负人,2016-05-24 14:06:24,#2咱是有套路的,0.6666666666666666
N3746,13070909,11,2016-05-24 14:06:50,啥套路#160,2016-05-24 14:07:07,#37官方套路,0.2833333333333333
N3746,13070909,11,2016-05-24 14:07:30,就是官方欺负人#160,2016-05-24 14:08:07,#52哪敢呀,0.6166666666666667
N3746,13070909,11,2016-05-24 14:08:10,好了不逗你了。,2016-05-24 14:09:26,#17木有休息的啦，倒是哥哥忙的话，梦梦就不打扰呀,1.2666666666666666
N3746,13070909,11,2016-05-24 14:08:23,你要不忙就休息会吧,2016-05-24 14:09:26,#17木有休息的啦，倒是哥哥忙的话，梦梦就不打扰呀,1.05
N3746,13070909,11,2016-05-24 14:10:32,我没有忙。这几天休息。今天最后一天了,2016-05-24 14:11:28,匹配到的玩家都会服务的啦～,0.9333333333333333
N3746,13070909,11,2016-05-24 14:10:48,你们一个专属负责几个人啊,2016-05-24 14:11:28,匹配到的玩家都会服务的啦～,0.6666666666666666
N3746,13070909,11,2016-05-24 14:12:02,没有数量嘛#138,2016-05-24 14:12:31,#17没有去统计的呢,0.48333333333333334
N3746,13070909,11,2016-05-24 14:12:14,那要是一个人负责好多人的话。。。不是很累吗,2016-05-24 14:12:31,#17没有去统计的呢,0.2833333333333333
N3746,13070909,11,2016-05-24 14:13:18,好辛苦的样子#138以后都不好意思跟你找麻烦了呢,2016-05-24 14:13:45,#17不会啦～哥哥有什么问题都可以找我的啦,0.45
N3746,13070909,11,2016-05-24 14:14:21,我的聊天内容一是不是会被监控#132,2016-05-24 14:14:45,#17这个倒是不会啦～,0.4
N3746,13070909,11,2016-05-24 14:15:07,玩家跟玩家之间会咯？,2016-05-24 14:17:34,不会的呢～这个是不会的,2.45
N3746,13070909,11,2016-05-24 14:18:08,那我就放心啦#85,2016-05-24 14:18:46,#44别担心啦,0.6333333333333333
N3746,13070909,11,2016-05-24 14:19:29,我是说，我可以。。。可以。。#17,2016-05-24 14:20:52,#17梦梦看不懂,1.3833333333333333
N3746,13070909,11,2016-05-24 14:20:11,#173,2016-05-24 14:20:52,#17梦梦看不懂,0.6833333333333333
N3746,13070909,11,2016-05-24 14:21:18,小样#132,2016-05-24 14:22:08,#51,0.8333333333333334
N3746,13070909,11,2016-05-24 14:23:16,以后要好好，，好好调戏你#132,2016-05-24 14:23:46,#51后背凉凉滴,0.5
N3746,13070909,11,2016-05-24 14:23:26,不对是调教#132,2016-05-24 14:23:46,#51后背凉凉滴,0.3333333333333333
N3746,13070909,11,2016-05-24 14:23:36,也不对事请教#128,2016-05-24 14:23:46,#51后背凉凉滴,0.16666666666666666
N3746,13070909,11,2016-05-24 14:24:10,人家是请教啊#17,2016-05-24 14:24:46,#17还是冷意,0.6
N3746,13070909,11,2016-05-24 14:25:28,我跟以前的她。。没聊过过这么多#136,2016-05-24 14:27:02,#17嘉雯吗,1.5666666666666667
N3746,13070909,11,2016-05-24 14:27:51,嗯。以前的我不太好。游戏里好多人都叫我高冷男神#173,2016-05-24 14:31:59,#37哇～那是梦梦有幸攀登珠穆朗玛峰,4.133333333333334
N3746,13070909,11,2016-05-24 14:33:05,其实没有谁天生就高冷。对吧。,2016-05-24 14:48:16,#43梦梦是习惯太久不想这么孤独,15.183333333333334
N3746,13070909,11,2016-05-24 14:33:43,当你习惯了一个人，自然就高冷了#85,2016-05-24 14:48:16,#43梦梦是习惯太久不想这么孤独,14.55
N3746,13070909,11,2016-05-24 14:51:50,习惯了不该习惯的习惯。才是一种胜利#85Give me five,2016-05-24 14:52:31,#46 cheer up～,0.6833333333333333
N3746,13070909,11,2016-05-24 14:52:38,#147,2016-05-24 14:52:56,#44,0.3
N3746,13070909,11,2016-05-24 14:53:27,谢谢你啊,2016-05-24 14:55:09,#102客气啦,1.7
N3746,13070909,11,2016-05-24 14:55:31,#59,2016-05-24 14:55:44,不过孤独还是不要太习惯啦～,0.21666666666666667
N3746,13070909,11,2016-05-24 14:57:18,是的呢。我在看一些与人交际的书籍。其实心里什么都明白。就是久了不爱说话。不会表达了,2016-05-24 15:02:08,确实是，现在有的时候我觉得跟人交流还不如来一场旅行的呢,4.833333333333333
N3746,13070909,11,2016-05-24 14:58:00,不知道以什么形式什么语句把想说的话说出来。,2016-05-24 15:02:08,确实是，现在有的时候我觉得跟人交流还不如来一场旅行的呢,4.133333333333334
N3746,13070909,11,2016-05-24 15:10:57,你跟我一个想法。背上包裹。一个人走走看看,2016-05-24 15:11:56,是的呀～最近确实蛮想去旅游的呢,0.9833333333333333
N3746,13070909,11,2016-05-24 15:13:22,#132有什么暗示吗,2016-05-24 15:14:29,#43哈哈，跟闺蜜约好了去看海，没有就自己去,1.1166666666666667
N3746,13070909,11,2016-05-24 15:15:55,我这里有海#85但是海鲜过季节了,2016-05-24 15:17:03,#51那太可惜,1.1333333333333333
N3746,13070909,11,2016-05-24 15:18:49,记的五一才是吃海鲜的季节#85,2016-05-24 15:20:18,我想吃虾#41,1.4833333333333334
N3746,13070909,11,2016-05-24 15:19:01,十一前也可以#85,2016-05-24 15:20:18,我想吃虾#41,1.2833333333333334
N3746,13070909,11,2016-05-24 15:23:26,我说的季节是皮皮虾最肥满籽的时候,2016-05-24 15:26:58,#52我的口水呀,3.533333333333333
N3746,13070909,11,2016-05-24 15:27:39,明天我回现场去帮你看看还有没有带籽的#132,2016-05-24 15:29:15,#43哈哈～有心啦，朋友是在哪的,1.6
N3746,13070909,11,2016-05-24 15:27:54,我的工地在海边,2016-05-24 15:29:15,#43哈哈～有心啦，朋友是在哪的,1.35
N3746,13070909,11,2016-05-24 15:29:45,哪里的皮皮虾最肥美#132,2016-05-24 15:32:07,#17梦梦是在广州的啦～,2.3666666666666667
N3746,13070909,11,2016-05-24 15:30:14,853302040。我微信。有的话想办法给你带北京去。,2016-05-24 15:32:07,#17梦梦是在广州的啦～,1.8833333333333333
N3746,13070909,11,2016-05-24 15:33:21,私人的我也没意见。,2016-05-24 15:34:11,#46我 去过天津耶,0.8333333333333334
N3746,13070909,11,2016-05-24 15:33:34,天津的。,2016-05-24 15:34:11,#46我 去过天津耶,0.6166666666666667
N3746,13070909,11,2016-05-24 15:34:32,真的假的,2016-05-24 15:36:22,我是去北京～顺便去一天天津,1.8333333333333333
N3746,13070909,11,2016-05-24 15:34:42,天津什么地方,2016-05-24 15:36:22,我是去北京～顺便去一天天津,1.6666666666666667
N3746,13070909,11,2016-05-24 15:38:01,欧式建筑？婚纱照？是柱子么？水池？,2016-05-24 15:38:31,是的呢～,0.5
N3746,13070909,11,2016-05-24 15:38:28,你们公司不是在北京吗？,2016-05-24 15:38:31,是的呢～,0.05
N3746,13070909,11,2016-05-24 15:38:57,罗马柱？那你不在北京咯？,2016-05-24 15:41:07,我们是杭州，广州，北京的,2.1666666666666665
N3746,13070909,11,2016-05-24 15:41:38,那你吃不到皮皮虾了#136,2016-05-24 15:42:13,#17我试试看我们的沿海有木有新鲜皮皮虾,0.5833333333333334
N3746,13070909,11,2016-05-24 15:41:58,我以为你在中关村呢,2016-05-24 15:42:13,#17我试试看我们的沿海有木有新鲜皮皮虾,0.25
